;name;salary_from;salary_to;currency;experience;schedule;schedule;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
887;Senior Data Engineer;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Clickhouse;Hadoop;;;;;;;;;;;;;;;;;;;;;;;;;;
888;Ведущий разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;PostgreSQL;SQL;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;;
889;Data Analyst (Remote);3000.0;4000.0;USD;От 3 до 6 лет;Удаленная работа;Удаленная работа;SQL;Python;Tableau;Английский язык;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;;
891;Senior Data Scientist;300000.0;;RUR;От 3 до 6 лет;Полный день;Полный день;Python;PyTorch;Deep Learning;Git;OpenCV;;;;;;;;;;;;;;;;;;;;;;;;;
892;Test Automation Engineer (Python);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;API;Git;;;;;;;;;;;;;;;;;;;;;;;;;;;
894;Senior Python developer (remote);250000.0;350000.0;RUR;От 3 до 6 лет;Удаленная работа;Удаленная работа;Git;Django Framework;Flask;SQL;Odoo;Python;Jira;Atlassian Confluence;Docker;Kubernetes;AWS;GCP;Google Cloud;Amazon Cloud;;;;;;;;;;;;;;;;
897;Senior Python (Django) разработчик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Django;Kafka;Rabbit MQ;CI/CD;;;;;;;;;;;;;;;;;;;;;;;;;
898;Middle Python developer;;;;От 3 до 6 лет;Полный день;Полный день;PostgreSQL;Linux;Python;Git;Django Framework;asyncio;;;;;;;;;;;;;;;;;;;;;;;;
900;Ведущий инженер-программист (python, С/C++);;;;От 3 до 6 лет;Полный день;Полный день;Linux;Python;Git;SQL;Bash;;;;;;;;;;;;;;;;;;;;;;;;;
901;Разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;ООП;Bash;;;;;;;;;;;;;;;;;;;;;;;;;;
905;Senior/Middle Python разработчик;;;;От 3 до 6 лет;Полный день;Полный день;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
907;Преподаватель BIG DATA (Data Engineer/Python developer);150000.0;300000.0;RUR;От 3 до 6 лет;Гибкий график;Гибкий график;Python;Hadoop;SQL;Linux;Jupyter;Zoom;Умение быстро усваивать новую информацию;Коммуникабельность, стрессоустойчивость;Big Data;Преподавание;Jupyter Notebook;ETL;;;;;;;;;;;;;;;;;;
908;Developer Python/OpenStack;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Asyncio;Linux;SQL;gRPC;ООП;Kubernetes;Openstack;;;;;;;;;;;;;;;;;;;;;;
911;Backend разработчик (Python, Go);150000.0;250000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Python;Git;Linux;Docker;Golang;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;
912;Разработчик бэкенда в команду диагностики;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Мониторинг;Алгоритмы;;;;;;;;;;;;;;;;;;;;;;;;;;
914;Web-разработчик;25000.0;30000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Django;Django Framework;Python;Linux;Умение работать в условиях многозадачности;Ответственность и пунктуальность;Умение добиваться поставленных целей;;;;;;;;;;;;;;;;;;;;;;;
915;Data-инженер;;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;Java;DWH;ETL;Hadoop;Базы данных;Apache Kafka;Big Data;Pandas;;;;;;;;;;;;;;;;;;;;
916;Senior Python-разработчик;;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;Django Framework;Kafka;Pytest;;;;;;;;;;;;;;;;;;;;;;;;;
917;Разработчик ГИС (GIS);;;;От 3 до 6 лет;Полный день;Полный день;SQL;Geoserver;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;
918;Data analyst;;;;От 3 до 6 лет;Полный день;Полный день;Python;SQL;PostgreSQL;Power BI;Анализ данных;;;;;;;;;;;;;;;;;;;;;;;;;
921;Backend Python Developer;;;;От 3 до 6 лет;Полный день;Полный день;Python;Django Framework;Linux;PostgreSQL;REST;Английский язык;AWS;Django;Continuous Integration;Responsibility;Time management;;;;;;;;;;;;;;;;;;;
922;Инженер внедрения (linux);;;;От 3 до 6 лет;Полный день;Полный день;Python;Машинное обучение;Разработка технических заданий;;;;;;;;;;;;;;;;;;;;;;;;;;;
924;Senior Python разработчик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Django Framework;Scrum;Kafka;Django;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;
925;Python Full Stack Web Developer;;;;От 3 до 6 лет;Полный день;Полный день;Linux;Администрирование серверов Linux;Python;FastApi;React(TypeScript);;;;;;;;;;;;;;;;;;;;;;;;;
933;Ведущий разработчик ПО в области облачных технологий;250000.0;;RUR;От 3 до 6 лет;Полный день;Полный день;Linux;Ansible;OpenStack;Kubernetes;Python;;;;;;;;;;;;;;;;;;;;;;;;;
936;Senior Python/Django разработчик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Django Framework;Scrum;Kafka;Django;PostgreSQL;;;;;;;;;;;;;;;;;;;;;;;;
937;Ведущий разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Git;Docker;ООП;Bash;;;;;;;;;;;;;;;;;;;;;;;;
942;QA Engineer (Python + pytest);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Linux;Atlassian Jira;PostgreSQL;Bash;QA;Тестирование;Проведение тестирований;Исследовательское тестирование;Pytest;Автоматизация тестирования;REST API;SCALA;Erlang;;;;;;;;;;;;;;;;
943;Backend Python Engineer (в Дубаи);6500.0;;USD;От 3 до 6 лет;Полный день;Полный день;Python;PHP;;;;;;;;;;;;;;;;;;;;;;;;;;;;
947;Python developer (проекты);;;;От 3 до 6 лет;Полный день;Полный день;Python;Английский язык;Docker;Linux;Git;Bash;MongoDB;PostgreSQL;Kubernetes;CI/CD;Алгоритмы;;;;;;;;;;;;;;;;;;;
950;Senior Python Developer;;;;От 3 до 6 лет;Гибкий график;Гибкий график;PostgreSQL;Python;Английский язык;Web Application Development;Docker;Разработка мобильных приложений;;;;;;;;;;;;;;;;;;;;;;;;
951;Middle Python Developer;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
952;Разработчик back-end (python);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
953;Разработчик Python - FastAPI;110000.0;;RUR;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Git;SQL;Docker;Docker-compose;fastapi;;;;;;;;;;;;;;;;;;;;;;;;
954;Lead Python Developer (Machine Learning);;;;От 3 до 6 лет;Полный день;Полный день;Python;Английский язык;;;;;;;;;;;;;;;;;;;;;;;;;;;;
959;Middle OpenStack Python;;;;От 3 до 6 лет;Полный день;Полный день;Python3, Linux, PostgreSQL, OpenStack, KVM, Ansible, Kubernetes, Django, Celery.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
960;Senior DevOps specialist;;300000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Git;Linux;MongoDB;Python;Grafana;Gitlab;Debian;Docker;Terraform;Ansible;ELK;Ubuntu;Bash;Prometheus;OSI;Packer;Vagrant;;;;;;;;;;;;;
961;QA Engineer (Python + pytest);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Linux;Atlassian Jira;PostgreSQL;Bash;QA;Тестирование;Проведение тестирований;Исследовательское тестирование;Pytest;Автоматизация тестирования;REST API;SCALA;Erlang;;;;;;;;;;;;;;;;
963;Программист Python;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Git;Асинхронное программирование;Удаленная работа;Линейное программирование;С#;Python;;;;;;;;;;;;;;;;;;;;;;;;
964;Middle Python developer;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Git;Django Framework;Django;;;;;;;;;;;;;;;;;;;;;;;;;;
973;Python Developer (Middle+/Senior);;;;От 3 до 6 лет;Полный день;Полный день;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
974;Автор курсов по Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Django Framework;Flask;;;;;;;;;;;;;;;;;;;;;;;;;;;
976;Backend Developer Python (middle);;;;От 3 до 6 лет;Полный день;Полный день;Git;Python;Django Framework;PostgreSQL;PyCharm;JavaScript;MS SQL;;;;;;;;;;;;;;;;;;;;;;;
977;Python Developer Big Data;;;;От 3 до 6 лет;Полный день;Полный день;Python;Git;SQL;Hadoop;PostgreSQL;MLops;;;;;;;;;;;;;;;;;;;;;;;;
978;Python developer (middle);;;;От 3 до 6 лет;Полный день;Полный день;Pytest;Allure;Jenkins;Python;PyCharm;PyQt;;;;;;;;;;;;;;;;;;;;;;;;
979;Backend-Developer Python (middle);;;;От 3 до 6 лет;Полный день;Полный день;Python;Git;PostgreSQL;SQL;Docker;Английский язык;Обучение и развитие;;;;;;;;;;;;;;;;;;;;;;;
981;Senior Python Developer (API);;;;От 3 до 6 лет;Полный день;Полный день;Python;PostgreSQL;Kubernetes;;;;;;;;;;;;;;;;;;;;;;;;;;;
982;DevOps engineer;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Linux;Kubernetes;Python;CI/CD;Ansible;;;;;;;;;;;;;;;;;;;;;;;;;
983;Python-developer в AntiDDoS;;;;От 3 до 6 лет;Полный день;Полный день;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
984;Разработчик back-end (python);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
986;Devops k8s;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Linux-based;SDN;k8s;openstack;Python;Go;Ansible\SaltStack;PostgreSQL;MS SQL;Nginx;DevOps;k3s;rancher;;;;;;;;;;;;;;;;;
989;Автоматизатор/QA Automation (Python);;;;От 3 до 6 лет;Полный день;Полный день;Pytest;Автоматизация;Linux;Python;;;;;;;;;;;;;;;;;;;;;;;;;;
993;Middle Python Developer;;;;От 3 до 6 лет;Полный день;Полный день;Python;PostgreSQL;Odoo;Git;Linux;Работа в команде;;;;;;;;;;;;;;;;;;;;;;;;
994;Разработчик back-end (python);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
995;Senior Python developer;;;;От 3 до 6 лет;Гибкий график;Гибкий график;Python;Django Framework;;;;;;;;;;;;;;;;;;;;;;;;;;;;
996;Data Engineer;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;Git;SQL;Java;ООП;ClickHouse;Kafka;Hadoop;Базы данных;Databases;DWH;;;;;;;;;;;;;;;;;;;
997;Ведущий разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Git;Docker;ООП;Bash;;;;;;;;;;;;;;;;;;;;;;;;
998;Разработчик back-end (python);;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
999;Python TeamLead;;;;От 3 до 6 лет;Полный день;Полный день;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;Python/Go разработчик в Поиск;;;;От 3 до 6 лет;Полный день;Полный день;Python;Golang;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007;Системный администратор Linux;100000.0;160000.0;RUR;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Perl;TCP/IP;PostgreSQL;Bash;Virtualization;KVM;;;;;;;;;;;;;;;;;;;;;;
1009;Программист-аналитик;;;;От 3 до 6 лет;Удаленная работа;Удаленная работа;Python;pentest;Ruby;Shell Scripting;;;;;;;;;;;;;;;;;;;;;;;;;;
1011;Разработчик Python / Релиз-инженер;;;;От 3 до 6 лет;Полный день;Полный день;Python;Английский язык;Docker;Linux;;;;;;;;;;;;;;;;;;;;;;;;;;
1019;Ведущий разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;Git;Docker;ООП;Bash;;;;;;;;;;;;;;;;;;;;;;;;
1023;Python разработчик/ Django;;;;От 3 до 6 лет;Полный день;Полный день;Python;Git;Django Framework;SQL;HTML;;;;;;;;;;;;;;;;;;;;;;;;;
1034;Разработчик Python;;;;От 3 до 6 лет;Полный день;Полный день;Python;Linux;PostgreSQL;Английский язык;ClickHouse;Docker;Kafka;AirFlow;RabbitMQ;Celery;MongoDB;Redis;Clickhouse;TCP/IP;HTTPS;REST;;;;;;;;;;;;;;
1035;Разработчик IoT решений Backend (AWADA);;;;От 3 до 6 лет;Полный день;Полный день;Python;C/C++;Redmine;HTTP;SQL;HTML;Git;;;;;;;;;;;;;;;;;;;;;;;
1038;Cистемный аналитик / бизнес аналитик;2500.0;;BYR;От 3 до 6 лет;Полный день;Полный день;SQL;XML;HTML;Python;PostgreSQL;Анализ данных;Бизнес-анализ;Системный анализ;Аналитические навыки;Аналитика;Тестирование пользовательского интерфейса;Постановка задач разработчикам;;;;;;;;;;;;;;;;;;
